"country","countryCode","date","isVerified","position","productAsin","ratingScore","reviewDescription","reviewImages/0","reviewImages/1","reviewImages/2","reviewImages/3","reviewImages/4","reviewReaction","reviewTitle","reviewUrl","reviewedIn","variant"
"United States","🇺🇸","2018-06-12","true","419","B0762PS6DN","5","Nice flavor.  Really helps if teeth are sensitive!",,,,,,"","Works!","https://www.amazon.com/gp/customer-reviews/R3FCYS0GK5CVIJ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0762PS6DN","Reviewed in the United States 🇺🇸 on June 12, 2018",""
"United States","🇺🇸","2023-03-05","false","420","B0762PS6DN","5","My favorite aspect about this toothpaste is that it is not foamy. It is straight forward and gets the job done without extra foam or overpowering taste.",,,,,,"","Clean feeling teeth","https://www.amazon.com/gp/customer-reviews/R34YU75KOBHCS/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0762PS6DN","Reviewed in the United States 🇺🇸 on March 5, 2023",""
"United States","🇺🇸","2021-06-29","true","281","B0762PS6DN","2","Tube splits along seam after about half of the tube is used.  This has now happened 3 times in a row I think I'll try a different brand",,,,,,"","tube split open","https://www.amazon.com/gp/customer-reviews/R2C9CE1KMR35RF/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0762PS6DN","Reviewed in the United States 🇺🇸 on June 29, 2021",""
"United States","🇺🇸","2019-09-07","true","282","B0762PS6DN","5","Flavor is better than the original. My teeth are certainly less sensitive than before use.",,,,,,"","Works for sensitivity","https://www.amazon.com/gp/customer-reviews/RE9JVF0VN4KAF/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0762PS6DN","Reviewed in the United States 🇺🇸 on September 7, 2019",""
"United States","🇺🇸","2019-12-03","true","283","B0762PS6DN","5","Good taste. I think it quite literally is the essence of mint.",,,,,,"","Fresh feeling","https://www.amazon.com/gp/customer-reviews/R1CN6VYXE252ZX/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0762PS6DN","Reviewed in the United States 🇺🇸 on December 3, 2019",""
"United States","🇺🇸","2018-11-17","true","284","B0762PS6DN","5","I use Pronamel Toothpaste exclusively, my dentist recommended this toothpaste a few years ago.  I will only use this toothpaste.",,,,,,"","my dentist recommended this toothpaste a few years ago","https://www.amazon.com/gp/customer-reviews/R3771HVVDQRA81/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0762PS6DN","Reviewed in the United States 🇺🇸 on November 17, 2018",""
"United States","🇺🇸","2020-02-04","true","285","B0762PS6DN","5","Great value for this toothpaste. Perfect if you have sensitive teeth.",,,,,,"","Great Value","https://www.amazon.com/gp/customer-reviews/R1NU1TK4B5U8ZP/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0762PS6DN","Reviewed in the United States 🇺🇸 on February 4, 2020",""
"United States","🇺🇸","2020-02-13","true","286","B0762PS6DN","5","Great toothpaste I wish it was decay preventingSmells good",,,,,,"","Sensodine","https://www.amazon.com/gp/customer-reviews/R348QLEP4V8SL3/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0762PS6DN","Reviewed in the United States 🇺🇸 on February 13, 2020",""
"United States","🇺🇸","2020-08-05","true","287","B0762PS6DN","2","While the toothpaste is great for sensitive teeth, the last 3 tubes I have purchased (in different lots), all have had the tube seam unseal along the length of the tube.  This creates a huge mess, drys out the toothpaste, and wastes up to half of the toothpaste.  Very disappointing and switching to another brand.",,,,,,"","Tube packaging unseals 1/2 through use","https://www.amazon.com/gp/customer-reviews/R2ANMD2QRSW0MH/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0762PS6DN","Reviewed in the United States 🇺🇸 on August 5, 2020",""
"United States","🇺🇸","2018-12-25","true","288","B0762PS6DN","4","Like it",,,,,,"","Good prize","https://www.amazon.com/gp/customer-reviews/R3ONSUIMYK053G/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0762PS6DN","Reviewed in the United States 🇺🇸 on December 25, 2018",""
"United States","🇺🇸","2019-05-07","true","289","B0762PS6DN","5","Sensodyne is the only toothpaste I use so I was glad to have the pack of 3.",,,,,,"","Good value.","https://www.amazon.com/gp/customer-reviews/RNQJTID13XEP7/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0762PS6DN","Reviewed in the United States 🇺🇸 on May 7, 2019",""
"United States","🇺🇸","2021-08-06","true","290","B0762PS6DN","2","I bought this several times.I've had big messesin using the toothpaste because the tube's seam splits open! Everything else about the product was okay.",,,,,,"","Tubes split open","https://www.amazon.com/gp/customer-reviews/R3FNFF6H66N5IE/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0762PS6DN","Reviewed in the United States 🇺🇸 on August 6, 2021",""
"United States",,"2022-04-16","true","621","B0762PS6DN","5","My husband has teeth and gum issues after the radiation treatment he had for cancer 23 years ago. His dentist recommended he get and use this. Wish we could have found it in town at a better price.",,,,,,"","Can't find in our town","https://www.amazon.com/gp/customer-reviews/RMODC7SKF2BQE/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0762PS6DN","Reviewed in the United States on April 16, 2022",""
"United States",,"2023-01-07","true","622","B0762PS6DN","5","Lo recomiendo",,,,,,"","Excelente producto , lo usare por siempre","https://www.amazon.com/gp/customer-reviews/R235FCX1B1NXS6/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0762PS6DN","Reviewed in the United States on January 7, 2023",""
"United States",,"2023-04-05","true","623","B0762PS6DN","5","I have been using Sensodyne for years. I started buying it through Amazon to save money and plan to continue saving money.",,,,,,"","Sensodyne is great","https://www.amazon.com/gp/customer-reviews/R2B6DU9T4D81UD/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0762PS6DN","Reviewed in the United States on April 5, 2023",""
"United States",,"2022-01-17","true","624","B0762PS6DN","5","This does a great job for people who have heat/cold-sensitive teeth--works very quickly. But it does more than that. My spouse ordered it because her dentist recommended it to cure what her called ""sloughing of the oral mucosa""--a peeling of a membrane in the mouth, It does this because, unlike most toothpastes, it does NOT contain sodium lauryl sulfate, a cleaning/sudsing detergent the can cause the sloughing problem. My spouse's case was relieved overnight. Sensodyne may also alleviate cankers and other mouth sores.",,,,,,"4 people found this helpful","Does More Than You Might Expect","https://www.amazon.com/gp/customer-reviews/R12HXTVAH88UTU/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0762PS6DN","Reviewed in the United States on January 17, 2022",""
"United States",,"2019-10-19","true","625","B0762PS6DN","5","Excellent product.",,,,,,"","A must have for sensitive teeth","https://www.amazon.com/gp/customer-reviews/R3S1P1CEIXU6C6/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0762PS6DN","Reviewed in the United States on October 19, 2019",""
"United States",,"2020-11-11","true","626","B0762PS6DN","5","We bought this toothpaste since we visited periodontist many decades ago.",,,,,,"","Toothpaste to protect enamel","https://www.amazon.com/gp/customer-reviews/R1XRKK2BL9BIP1/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0762PS6DN","Reviewed in the United States on November 11, 2020",""
"United States",,"2021-09-11","true","627","B0762PS6DN","5","Helps protect my teeth",,,,,,"","Tooth paste","https://www.amazon.com/gp/customer-reviews/R13E4JH9UOXHY/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0762PS6DN","Reviewed in the United States on September 11, 2021",""
"United States",,"2022-02-16","true","628","B0762PS6DN","5","Balue for money",,,,,,"","Value","https://www.amazon.com/gp/customer-reviews/R368TVE29UB2OR/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0762PS6DN","Reviewed in the United States on February 16, 2022",""
"United States",,"2021-04-11","true","629","B0762PS6DN","5","My dentist recommended this for my teeth.  The enamel is too thin and this does a great job of cleaning without the pain.  Love using it!",,,,,,"","Sensitive teeth","https://www.amazon.com/gp/customer-reviews/RUEXQSOVQYHUU/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0762PS6DN","Reviewed in the United States on April 11, 2021",""
"United States",,"2022-01-17","true","630","B0762PS6DN","5","Had slight sensitivity in one tooth and after using for one week was better and after one month it really made a difference.",,,,,,"","Recommended","https://www.amazon.com/gp/customer-reviews/R157CYWP913GUZ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0762PS6DN","Reviewed in the United States on January 17, 2022",""
"United States","🇺🇸","2019-07-09","true","401","B0762PS6DN","5","Nice taste..good price",,,,,,"","Good quality","https://www.amazon.com/gp/customer-reviews/R23RTT0F4CL9ZK/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0762PS6DN","Reviewed in the United States 🇺🇸 on July 9, 2019",""
"United States","🇺🇸","2019-02-18","true","402","B0762PS6DN","5","Awesome product, low price through Amazon",,,,,,"","Best toothpaste","https://www.amazon.com/gp/customer-reviews/R3CKTQRQT8KW49/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0762PS6DN","Reviewed in the United States 🇺🇸 on February 18, 2019",""
"United States","🇺🇸","2019-02-19","true","403","B0762PS6DN","5","Good value, and a great product",,,,,,"","Great product","https://www.amazon.com/gp/customer-reviews/R3RC3KRJ3YE994/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0762PS6DN","Reviewed in the United States 🇺🇸 on February 19, 2019",""
"United States","🇺🇸","2019-10-01","true","404","B0762PS6DN","5","No complaints",,,,,,"","As Advertised","https://www.amazon.com/gp/customer-reviews/R1YXB52F11N0SH/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0762PS6DN","Reviewed in the United States 🇺🇸 on October 1, 2019",""
"United States","🇺🇸","2018-12-07","true","405","B0762PS6DN","5","Love this toothpaste for my sensitive teeth",,,,,,"One person found this helpful","Protects against tooth sensitivity","https://www.amazon.com/gp/customer-reviews/R1NNJILBZF6Q9G/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0762PS6DN","Reviewed in the United States 🇺🇸 on December 7, 2018",""
"United States","🇺🇸","2019-06-09","true","406","B0762PS6DN","5","Great for sensitive teeth.",,,,,,"","Great for sensitive teeth","https://www.amazon.com/gp/customer-reviews/R1MXW5B1BV6840/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0762PS6DN","Reviewed in the United States 🇺🇸 on June 9, 2019",""
"United States","🇺🇸","2019-08-28","true","407","B0762PS6DN","5","Great product",,,,,,"","Great product","https://www.amazon.com/gp/customer-reviews/R3N0MWUCXOJBFA/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0762PS6DN","Reviewed in the United States 🇺🇸 on August 28, 2019",""
"United States","🇺🇸","2019-01-28","true","408","B0762PS6DN","3","Colgate version does the same, cheaper.",,,,,,"","Overly priced!","https://www.amazon.com/gp/customer-reviews/R3REMX6AF5GDX1/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0762PS6DN","Reviewed in the United States 🇺🇸 on January 28, 2019",""
"United States","🇺🇸","2019-07-23","true","409","B0762PS6DN","5","Love the deal",,,,,,"","Great price","https://www.amazon.com/gp/customer-reviews/R1YKS5QLJL864Q/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0762PS6DN","Reviewed in the United States 🇺🇸 on July 23, 2019",""
"United States","🇺🇸","2020-09-11","true","410","B0762PS6DN","1","I guess this is more of a review of the seller’s QC than the product itself. Two of the tubes in the three pack came split at the seam. Of course, Murphy’s law, I opened the one that was I damaged first so by the time I realised the issue, I can no longer return. I think I’ll go back to buying at my local pharmacy.","https://images-na.ssl-images-amazon.com/images/I/71HPD8ucohL._SY88.jpg",,,,,"7 people found this helpful","Poor QC","https://www.amazon.com/gp/customer-reviews/R1BE9UP5D4B8A0/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0762PS6DN","Reviewed in the United States 🇺🇸 on September 11, 2020",""
"United States","🇺🇸","2021-03-13","true","221","B0762PS6DN","5","Nice",,,,,,"","Product was just as described","https://www.amazon.com/gp/customer-reviews/R1B5NYD0QJ1JY6/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0762PS6DN","Reviewed in the United States 🇺🇸 on March 13, 2021",""
"United States","🇺🇸","2019-03-20","true","222","B0762PS6DN","5","This is normally a great product, but this time the three tubes delivered were past their expiration date. Amazon's customer service was great and they refunded my money on my card.",,,,,,"One person found this helpful","product delivered was past expiration date","https://www.amazon.com/gp/customer-reviews/R31YA6GXU9FBZI/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0762PS6DN","Reviewed in the United States 🇺🇸 on March 20, 2019",""
"United States","🇺🇸","2019-10-08","true","223","B0762PS6DN","4","hope has more extre size too small",,,,,,"","size","https://www.amazon.com/gp/customer-reviews/R2BQB8B1IK0DF2/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0762PS6DN","Reviewed in the United States 🇺🇸 on October 8, 2019",""
"United States","🇺🇸","2021-03-06","true","224","B0762PS6DN","3","Second time side split in two separate deliveries.","https://images-na.ssl-images-amazon.com/images/I/B1XrE3ApqcS._SY88.jpg",,,,,"","Side splits","https://www.amazon.com/gp/customer-reviews/R2ZFDZ6F6KYZO2/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0762PS6DN","Reviewed in the United States 🇺🇸 on March 6, 2021",""
"United States","🇺🇸","2020-06-12","true","225","B0762PS6DN","3","I didn’t like my package was short of two tubes of paste and the requesting of the order to be made righteous is nonexistent",,,,,,"One person found this helpful","Missing tooth paste and not smiling","https://www.amazon.com/gp/customer-reviews/RIUTUHSHE7SH5/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0762PS6DN","Reviewed in the United States 🇺🇸 on June 12, 2020",""
"United States","🇺🇸","2022-07-29","true","226","B0762PS6DN","1","It shows ""new look, same flavor, mint essence"" but I was very disappointed with the taste. I've used mint essence for years and the ones I just received do not have the ""mint"" flavor like it used to. I feel more than the look changed. Will not be buying this any longer.",,,,,,"","Flavor not the same","https://www.amazon.com/gp/customer-reviews/R2R50P45TVMGNN/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0762PS6DN","Reviewed in the United States 🇺🇸 on July 29, 2022",""
"United States","🇺🇸","2019-01-12","true","227","B0762PS6DN","5","Reduces sensitivity and keeps my teeth whit.  I have used this for over ten years.  It’s not cheapest on amazon but convenient for me to buy in multiples.",,,,,,"","Consistent product","https://www.amazon.com/gp/customer-reviews/RMROJCNJZJWP5/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0762PS6DN","Reviewed in the United States 🇺🇸 on January 12, 2019",""
"United States","🇺🇸","2019-06-20","true","228","B0762PS6DN","4","I like to use it for every day",,,,,,"","They work very good","https://www.amazon.com/gp/customer-reviews/R273YG76M5O01V/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0762PS6DN","Reviewed in the United States 🇺🇸 on June 20, 2019",""
"United States","🇺🇸","2018-11-13","true","229","B0762PS6DN","3","Tt is twice the cost for half the tooth paste of my regular brand, furthermore i checked the active ingredients and they are identical and the %.oh well, i will use it, but then go back to my usual brand.It does help with sensitive teeth.",,,,,,"14 people found this helpful","same ingredients as other less expensive brands","https://www.amazon.com/gp/customer-reviews/R15DMABVK8AEUW/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0762PS6DN","Reviewed in the United States 🇺🇸 on November 13, 2018",""
"United States","🇺🇸","2019-05-14","true","230","B0762PS6DN","5","Just love the price and toothpaste. It's all we use here at home. It's also the same price at most Walmart's but usually out of stock there.",,,,,,"","Clean teeth","https://www.amazon.com/gp/customer-reviews/R3V73Q8QY0OMEF/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0762PS6DN","Reviewed in the United States 🇺🇸 on May 14, 2019",""
"United States","🇺🇸","2022-08-18","true","61","B0762PS6DN","2","I am a person who has had tooth decay. After using this toothpaste for less than a week, my tooth decay started again, and I had to go to the dentist later.So I don't think the cleaning power of this product is strong enough. If you have cavities, I don't recommend using this product for your daily cleaning, it's obviously not clean enough. But I have reservations about the whitening effect because I only used it for a week.",,,,,,"","If you have cavities,  don't using this product for your daily cleaning","https://www.amazon.com/gp/customer-reviews/R3968J6OPHEYPH/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0762PS6DN","Reviewed in the United States 🇺🇸 on August 18, 2022",""
"United States","🇺🇸","2022-02-08","true","62","B0762PS6DN","5","This products flavor was ok. It helped my sensitive teeth but not sure about it’s whitening capabilities. The price was reasonable even though they were very small tubes.",,,,,,"","Sensodyne","https://www.amazon.com/gp/customer-reviews/R125LT0KRR5LQD/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0762PS6DN","Reviewed in the United States 🇺🇸 on February 8, 2022",""
"United States","🇺🇸","2022-06-28","true","63","B0762PS6DN","5","N/A",,,,,,"","Price","https://www.amazon.com/gp/customer-reviews/R3J5IAP58T7RKQ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0762PS6DN","Reviewed in the United States 🇺🇸 on June 28, 2022",""
"United States","🇺🇸","2022-05-04","true","64","B0762PS6DN","5","AND WILL NOT CHANGE!  VERY SATISFIED!",,,,,,"","USED THIS BRAND FOR YEARS!","https://www.amazon.com/gp/customer-reviews/R35AVLVSJM58L7/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0762PS6DN","Reviewed in the United States 🇺🇸 on May 4, 2022",""
"United States","🇺🇸","2022-06-06","true","65","B0762PS6DN","5","Fantastic product",,,,,,"","Fantastic product","https://www.amazon.com/gp/customer-reviews/R359LLB1GJTSBZ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0762PS6DN","Reviewed in the United States 🇺🇸 on June 6, 2022",""
"United States","🇺🇸","2021-09-02","true","66","B0762PS6DN","5","I do not know if actually helps with white tooth but what I know is that helps my gums to stay healthy and also has a nice flavor. Recommended.",,,,,,"","A nice toothpaste","https://www.amazon.com/gp/customer-reviews/R1P6ZH5HA5TGWQ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0762PS6DN","Reviewed in the United States 🇺🇸 on September 2, 2021",""
"United States","🇺🇸","2019-05-05","true","67","B0762PS6DN","5","ever since I started using this in combination with the apaguard premio toothpaste from japan all the teeth problems I've been having went away.  Well it actually took about a week of using it before I got the full effect but my gosh the difference. I'm not going to use anything else now.  I use this in the morning and the premio stuff in the evening.  i used to think tooth paste was toothpaste until I heard someone recommend using the two if you have issues with your teeth. Well I figured it couldn't hurt and i was having a lot of tooth pain and sensitive teeth.  I was floored as after about a week of using the two it all stopped.",,,,,,"44 people found this helpful","good stuff, does actually help with sensitive teeth.","https://www.amazon.com/gp/customer-reviews/R1DB9F5GE6G1PJ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0762PS6DN","Reviewed in the United States 🇺🇸 on May 5, 2019",""
"United States","🇺🇸","2021-09-06","true","68","B0762PS6DN","3","I really enjoyed this products price point. It was better Than getting it the local store or at a big box discount store.The flavor on the other hand, I was not impressed with. I felt like I was brushing my teeth with a floral tooth paste. I have used this product in the past. They just don’t have great flavoring tooth paste, but this one was was just yuck.I’ll power through it, but I would like my toothpaste to be more flavorful. Especially when I have to more for a sensitive tooth paste.",,,,,,"One person found this helpful","Best in Value","https://www.amazon.com/gp/customer-reviews/R3ID13V8ZRJDDP/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0762PS6DN","Reviewed in the United States 🇺🇸 on September 6, 2021",""
"United States","🇺🇸","2020-08-28","true","69","B0762PS6DN","5","Great product I’ll definitely buy again, also this company has great business practices and value there customers. They truly stand by satisfaction guaranteed or they will refund you without a problem or make the situation right. I appreciate that in a business. Lots of companies say it but don’t truly stand by it. So I stamp this company with my seal of approval and would like to say thank you for your service I appreciate good business.",,,,,,"One person found this helpful","This is a great product and company!!!!","https://www.amazon.com/gp/customer-reviews/RRY17FZLCL96B/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0762PS6DN","Reviewed in the United States 🇺🇸 on August 28, 2020",""
"United States","🇺🇸","2021-01-04","true","70","B0762PS6DN","5","As a dental hygienist I have used sensodyne for many years. , I order the 3 pack from Amazon . Every time one of each pack splits at the side seam. Never did that until 2020 . Now 3 in a row orders at least one in each pack . Manufacturing must have changed , perhaps cheaper quality?  Patty Brown",,,,,,"","Value for money . Great product poor package","https://www.amazon.com/gp/customer-reviews/R12HR5MLPYTUWR/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0762PS6DN","Reviewed in the United States 🇺🇸 on January 4, 2021",""
"United States",,"2023-01-03","true","121","B0762PS6DN","1","Total waste of money but must toss, (can't return) since I can't confidently allow my loved ones to use this toothpaste shipped to me unsealed as it would be from manufacturer to be sold in U.S. in today's world. No foil or any seal over toothpaste cap, no wrapper or seal around product or box at all.",,,,,,"One person found this helpful","Unsealed product no tamper proof seal at all","https://www.amazon.com/gp/customer-reviews/RM4OVD9QH1XD7/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0762PS6DN","Reviewed in the United States on January 3, 2023",""
"United States",,"2020-04-14","true","122","B0762PS6DN","5","My sister's doctor specifically recommended this toothpaste for her teeth, but it's pricier than the brands we used to use. Buying this 3 pack is definitely the best value I have found. We have never had an issue with delivery or damage yet. I recommend this product and seller. Thank you!",,,,,,"","Best value","https://www.amazon.com/gp/customer-reviews/R2KHM47QTVH394/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0762PS6DN","Reviewed in the United States on April 14, 2020",""
"United States",,"2021-03-13","true","123","B0762PS6DN","4","Its worth buying.",,,,,,"","Worth buying.","https://www.amazon.com/gp/customer-reviews/R2LB2UNLTR92LW/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0762PS6DN","Reviewed in the United States on March 13, 2021",""
"United States",,"2022-02-04","true","124","B0762PS6DN","3","Awful taste",,,,,,"One person found this helpful","Taste awful","https://www.amazon.com/gp/customer-reviews/R28KXS9FA3EP3F/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0762PS6DN","Reviewed in the United States on February 4, 2022",""
"United States",,"2021-02-09","true","125","B0762PS6DN","4","Smooth flavorGreat value",,,,,,"","Great product","https://www.amazon.com/gp/customer-reviews/RCROD83OV3230/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0762PS6DN","Reviewed in the United States on February 9, 2021",""
"United States",,"2020-03-17","true","126","B0762PS6DN","4","The flavor is good. The convenience of home delivery and the reassurance I don't have to be concerned about needing more tubes in the near-future is satisfying.",,,,,,"","Good Toothpaste","https://www.amazon.com/gp/customer-reviews/RHRKGZ1ZX4KF7/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0762PS6DN","Reviewed in the United States on March 17, 2020",""
"United States",,"2019-03-29","true","127","B0762PS6DN","4","I don't know how one can tell if it's strengthening enamel but I I use it to help with the sensitivity which I find helps to a degree.  Nice flavor but the tube is hard to squeeze to get out the last of the tooth paste.",,,,,,"","Helps with sensitivity.","https://www.amazon.com/gp/customer-reviews/R387TJECL20RO6/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0762PS6DN","Reviewed in the United States on March 29, 2019",""
"United States",,"2020-12-20","true","128","B0762PS6DN","5","This has really slowed down enamel erosion for me.  I drink coffee, tea, and eat a lot of tomato-based foods.  This has really helped.",,,,,,"","Has really worked","https://www.amazon.com/gp/customer-reviews/R1AYRS0049JTSJ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0762PS6DN","Reviewed in the United States on December 20, 2020",""
"United States",,"2019-02-16","true","129","B0762PS6DN","3","I like the notion that I am protecting the enamel of my teeth, but really have no means of verification. Although the packaging looks cool, I do not like the liquid consistency of the product vs a more firm paste and, love love the look of  but do not like the screw-off cap; it requires too much force and the tube twists as I try to properly realign and re-close the thing. Looks trumped facility as with many things designed by marketers and, one assumes, not tested on regular human beings but perhaps on a panel of selected testers? Give it a flip top cap for heavens-sake!",,,,,,"12 people found this helpful","perhaps it protects, but i do not really know - the packaging is lovely, but clumsy to use","https://www.amazon.com/gp/customer-reviews/R2P2J0M81AEELL/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0762PS6DN","Reviewed in the United States on February 16, 2019",""
"United States",,"2021-10-05","true","130","B0762PS6DN","3","This is good for sensitive issues with teeth. The one that has whitening in it is better at both whitening and repairing enamel and sensitive teeth.",,,,,,"","Good for sensitivity","https://www.amazon.com/gp/customer-reviews/R1RKP1H0L7R3QD/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0762PS6DN","Reviewed in the United States on October 5, 2021",""
"United States","🇺🇸","2020-07-25","true","71","B0762PS6DN","4","Overall, I would recommend because I was looking for a toothpaste for sensitive teeth with no SLS.TASTE:  I had to get used to the sweeter taste (like wintergreen gum) for my toothpaste.QUALITY: This is the only sensitive toothpaste that does not have SLS. True to amazon packaging description!",,,,,,"One person found this helpful","Sweet Taste / No SLS","https://www.amazon.com/gp/customer-reviews/R236TWSZVQA6GG/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0762PS6DN","Reviewed in the United States 🇺🇸 on July 25, 2020",""
"United States","🇺🇸","2018-10-19","true","72","B0762PS6DN","5","I used to have sensitive teeth growing up, so I always used Sensodyne and it helped tremendously over the years.It wasn’t, however, until a couple of years ago that I visited a particular dentist, that he told me my gums were so sensitive because I brushed “too hard” and that was what caused my sensitiveness. I started using a spin brush, instead, and although I never felt my gums sensitive again, I continue to use Sensodyne because the dentist recommended it (and since he was right about my brushing, I gotta give it to the man). I choose  Pronamel because it provides the most benefits, and I havent had any oral problems ever since.",,,,,,"","No more sensitiveness!","https://www.amazon.com/gp/customer-reviews/RU77D0NEACNEO/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0762PS6DN","Reviewed in the United States 🇺🇸 on October 19, 2018",""
"United States","🇺🇸","2019-11-20","true","73","B0762PS6DN","4","This product seems to deliver its promise of helping with sensitive teeth. My quibble is the screw-top they use for this. You have to have a strong grip on the tube to get the top off, and in doing so, too much paste comes out because it is softer/creamier than regular toothpaste. A flip-top would be much better. I almost want to leave the top off so I don't have to wrestle with it each time.",,,,,,"One person found this helpful","Product is great but packaging needs improvement.","https://www.amazon.com/gp/customer-reviews/R1N7NQG6PSVHH8/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0762PS6DN","Reviewed in the United States 🇺🇸 on November 20, 2019",""
"United States","🇺🇸","2022-03-02","true","74","B0762PS6DN","5","I purchased this because of @lisalisad1 on youtube & I loveeee",,,,,,"","I love","https://www.amazon.com/gp/customer-reviews/RJU8W0U0MR47M/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0762PS6DN","Reviewed in the United States 🇺🇸 on March 2, 2022",""
"United States","🇺🇸","2022-10-03","true","75","B0762PS6DN","2","If you're expecting any mint flavor, choose a different product. This is just a hint of mint.  In other words, you may have a slight mint tingle but after you're finished brushing, the flavor left in your mouth isn't mint",,,,,,"One person found this helpful","If you want a mint flavor, this isn't the product for you.","https://www.amazon.com/gp/customer-reviews/RNLVAMY0HFHQP/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0762PS6DN","Reviewed in the United States 🇺🇸 on October 3, 2022",""
