"country","countryCode","date","isVerified","position","productAsin","ratingScore","reviewDescription","reviewImages/0","reviewImages/1","reviewImages/2","reviewImages/3","reviewReaction","reviewTitle","reviewUrl","reviewedIn","variant"
"United States","🇺🇸","2021-08-11","false","144","B095Z5PKDJ","5","I have been switching between Sensodyne and other toothpaste brands the past couple of years.  I've been specifically dealing with gum and sensitivity issues with my teeth this past spring summer. I've been having a difficult time drinking hot or cold beverages. I've also noticed that my gums don't feel great after flossing. Due to the current climate and being in quarantine I've been trying my best to take good care of my teeth and gums.  I can whiten my teeth a little each day, and my sensitive teeth won't hurt! The taste isn't bad, but it's also not the greatest. It's thick, white toothpaste and leaves my mouth feeling a little dry after. Honestly though, even with this, I still love the product and use it twice a day!",,,,,"","Comfortable for the most sensitive gums","https://www.amazon.com/gp/customer-reviews/R371NRGKM5N8PQ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z5PKDJ","Reviewed in the United States 🇺🇸 on August 11, 2021",""
"United States","🇺🇸","2021-08-12","false","145","B095Z5PKDJ","5","Sensodyne Sensitivity & Gum Sensitive Toothpaste for Gingivitis, Sensitive Teeth Treatment is very effective.  This toothpaste also contains stannous fluoride which is an anti-bacterial agent that's clinically proven to protect against gingivitis, plaque and tooth sensitivity in addition to providing cavity protection.This toothpaste has a good tasting spearmint flavor which makes it easy to brush longer.  It really does help prevent pain that my sensitive teeth can experiece from various temperatures. I also appreciate having the additional support for gum health.Sensodyne Sensitivity & Gum Sensitive Toothpaste is a really good choice for complete mouth dental health. It works as expected to relieve sensitivity issues.","https://m.media-amazon.com/images/I/71-wpangwLL._SY88.jpg",,,,"","Good tasting spearmint flavor and effective ingredients for sensitive teeth","https://www.amazon.com/gp/customer-reviews/R136GU53QRRPXC/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z5PKDJ","Reviewed in the United States 🇺🇸 on August 12, 2021",""
"United States","🇺🇸","2021-08-03","false","146","B095Z5PKDJ","5","For anyone with sensitive teeth, Sensodyne is the brand to go to. The range of Sensodyne toothpaste names can be overwhelming, but the key ingredient to be aware of is stannous fluoride. Most fluoride toothpaste use sodium fluoride, which is great for preventing cavities, but stannous fluoride has the added benefits of helping to desensitize teeth and also some antibacterial effects.This new Sensitivity and Gum Sensitive toothpaste includes stannous fluoride. Otherwise, it's not clear how it is different from other Sensodyne toothpastes that have stannous fluoride. It has a nice minty flavor, not too overwhelming. Overall works great.",,,,,"4 people found this helpful","Sensodyne is the best toothpaste for sensitive teeth","https://www.amazon.com/gp/customer-reviews/R24CELEM17KXAJ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z5PKDJ","Reviewed in the United States 🇺🇸 on August 3, 2021",""
"United States","🇺🇸","2023-01-23","false","147","B095Z5PKDJ","1","What the HECK!!??????The tube is more than half FULL of AIR* !!!!!",,,,,"2 people found this helpful","The tube is more than half FULL of AIR* !!!!!","https://www.amazon.com/gp/customer-reviews/REEF0X506OM76/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z5PKDJ","Reviewed in the United States 🇺🇸 on January 23, 2023",""
"United States","🇺🇸","2021-08-11","false","148","B095Z5PKDJ","5","My dental hygienist thinks highly of the Sensodyne brand and recommended it, and it's been one of my preferred brands of toothpaste since I tried it.This Sensodyne ""Sensitivity & Gum"" toothpaste has a pleasant flavor and it's especially good for those with sensitive teeth or need health with keeping gums healthy.The current product photo shows the ""Whitening"" variety, but the title says ""Clean & Fresh"" and I received that (so the title is more accurate than the photo).It uses stannous fluoride rather than sodium fluoride. Sodium fluoride is more commonly found in toothpastes but stannous fluoride be better for fighting bacteria and protecting gums.",,,,,"2 people found this helpful","good for sensitive teeth, uses stannous fluoride rather than sodium fluoride","https://www.amazon.com/gp/customer-reviews/R2D0DL8WE9I0CQ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z5PKDJ","Reviewed in the United States 🇺🇸 on August 11, 2021",""
"United States","🇺🇸","2021-08-05","false","149","B095Z5PKDJ","5","Sensodyne really works. For me, I have receding gums due to age. The Sensodyne works best the more you use it. This four pack comes sealed. Within a couple of days I was thrilled that cold drinks no longer caused me sharp tooth pain. I also love that this toothpaste does not foam excessively. I gave this five stars for its usefulness in cleaning my teeth and gums and for helping me with tooth sensitivity. See my pictures.","https://m.media-amazon.com/images/I/71+MdDkOzvL._SY88.jpg","https://m.media-amazon.com/images/I/71ChmoRdR7L._SY88.jpg","https://m.media-amazon.com/images/I/81ACTeUM+0L._SY88.jpg","https://m.media-amazon.com/images/I/81CakhJgdHL._SY88.jpg","One person found this helpful","Sensodyne helps with sensitivity","https://www.amazon.com/gp/customer-reviews/R11ZD79BGMHL8L/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z5PKDJ","Reviewed in the United States 🇺🇸 on August 5, 2021",""
"United States","🇺🇸","2021-08-02","false","150","B095Z5PKDJ","5","My wife loves this toothpaste: she has sensitive gums and can't use other toothpastes that I use, like Arm & Hammer's Advanced White.I, however, find this paste blend and not gritty enough.",,,,,"One person found this helpful","Good","https://www.amazon.com/gp/customer-reviews/R30V4GRTGX4WUL/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z5PKDJ","Reviewed in the United States 🇺🇸 on August 2, 2021",""
"United States",,"2021-08-10","true","181","B095Z5PKDJ","5","Purchased because the product makeup does work on sensitive teeth.",,,,,"","Option over other brands","https://www.amazon.com/gp/customer-reviews/RMJBH11GFEE89/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z5PKDJ","Reviewed in the United States on August 10, 2021",""
"United States",,"2022-06-08","true","182","B095Z5PKDJ","5","Thanks",,,,,"","Thanks","https://www.amazon.com/gp/customer-reviews/R2Z6DLL8VD7J4A/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z5PKDJ","Reviewed in the United States on June 8, 2022",""
"United States",,"2022-12-22","true","183","B095Z5PKDJ","5","Christmas gift for my husband that’s the only toothpaste he will use.thanks",,,,,"","Sensodyne","https://www.amazon.com/gp/customer-reviews/R1TE7BAO8X4FYT/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z5PKDJ","Reviewed in the United States on December 22, 2022",""
"United States",,"2022-08-10","true","184","B095Z5PKDJ","5","I got it in Amazon day in a amazing price.",,,,,"","Good toothpaste with great price.","https://www.amazon.com/gp/customer-reviews/R2MT202LLFRHJ1/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z5PKDJ","Reviewed in the United States on August 10, 2022",""
"United States",,"2022-03-08","true","185","B095Z5PKDJ","5","At the recommendation of my dentist I bought Sensodyne for sensitivity and gums. I initially thought that I had cracked a canine.  The doctor thought not, but recommened this product to help settle the sensitive tooth.  He felt that due to age and wear that the enamel was thin and the nerve was irritated from biting on something hard.  A couple weeks using the toothpaste has really helped.",,,,,"8 people found this helpful","Literally what the doctor ordered","https://www.amazon.com/gp/customer-reviews/R1GXG5KJTGQ1R/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z5PKDJ","Reviewed in the United States on March 8, 2022",""
"United States",,"2022-09-02","true","186","B095Z5PKDJ","5","I got this pack during black Friday in July, this is the brand of toothpaste that I use regularly because of sensitivity. The price here on Amazon was great!",,,,,"2 people found this helpful","Great buy","https://www.amazon.com/gp/customer-reviews/R3JK0ES50JJHG1/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z5PKDJ","Reviewed in the United States on September 2, 2022",""
"United States",,"2022-10-20","true","187","B095Z5PKDJ","5","Muy buena para la sensibilidad",,,,,"","Sensibilidad","https://www.amazon.com/gp/customer-reviews/R11DHQJCGEWH5U/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z5PKDJ","Reviewed in the United States on October 20, 2022",""
"United States",,"2023-02-27","true","188","B095Z5PKDJ","5","Nice price & shipped fast.",,,,,"","Great deal","https://www.amazon.com/gp/customer-reviews/R2LNJ4NQ0F8YMN/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z5PKDJ","Reviewed in the United States on February 27, 2023",""
"United States",,"2022-02-06","true","189","B095Z5PKDJ","5","Relief from dental sensitivity in just a few days!",,,,,"","Relief","https://www.amazon.com/gp/customer-reviews/R14EPPD1DCGIW/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z5PKDJ","Reviewed in the United States on February 6, 2022",""
"United States",,"2023-01-28","true","190","B095Z5PKDJ","5","Todo muy bien con el producto",,,,,"","Exelente producto","https://www.amazon.com/gp/customer-reviews/RP4IHQSOIH2A2/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z5PKDJ","Reviewed in the United States on January 28, 2023",""
"United States",,"2021-09-04","false","131","B095Z5PKDJ","4","This toothpaste tastes great and leaves your mouth feeling fresh for a long time. I prefer the taste over any Crest or Colgate flavor. I have a little bit of gum sensitivity due to receding gums, and I did feel relief from sensitivity (thanks to the ingredient of stannous fluoride) while using this toothpaste. Stannous fluoride has antimicrobial properties and prevents plaque bacteria buildup. This ingredient is unique to this particular toothpaste, as most other toothpastes contain sodium fluoride. My only complaint is that it is much more expensive than regular toothpaste. However, if my teeth become more sensitive, I may just switch to this toothpaste.",,,,,"One person found this helpful","Great toothpaste but a bit pricey","https://www.amazon.com/gp/customer-reviews/RJJQS5J0NDLII/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z5PKDJ","Reviewed in the United States on September 4, 2021",""
"United States",,"2021-12-10","false","132","B095Z5PKDJ","5","It is hard to say anything about Sensodyne that isn't common knowledge. It is the single name that anyone talks about for toothpaste for sensitive teeth. I've been to many dentists over the years and Sensodyne is the only brand they will ever mention. My wife and daughter have sensitive teeth and Sensodyne has been their go-to brand for many years.The slightly stronger mint flavor in this paste is welcome as if gives you that minty fresh feeling in your mouth.Overall very happy with the ""Sensodyne Sensitivity & Gum Sensitive Toothpaste for Gingivitis & Treatment, Clean & Fresh, 3.4 Oz, Pack of 4"".",,,,,"","The Name for Sensitive Teeth","https://www.amazon.com/gp/customer-reviews/R3J8WE7NM6P15U/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z5PKDJ","Reviewed in the United States on December 10, 2021",""
"United States",,"2022-01-04","false","133","B095Z5PKDJ","5","This Sensodyne toothpaste does a great job! It took away all the sensitivity I was experiencing, love it! The taste is great as well. I would highly recommend this to anyone with sensitive teeth.","https://m.media-amazon.com/images/I/716-4Ype3wL._SY88.jpg",,,,"","It works!","https://www.amazon.com/gp/customer-reviews/R2MU9UTFDNN8ZC/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z5PKDJ","Reviewed in the United States on January 4, 2022",""
"United States",,"2021-12-18","false","134","B095Z5PKDJ","5","like this toothpaste best as my teeth do not hurt when used.",,,,,"","perfect toothpaste","https://www.amazon.com/gp/customer-reviews/R269F72TSV4L0C/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z5PKDJ","Reviewed in the United States on December 18, 2021",""
"United States",,"2023-04-16","false","135","B095Z5PKDJ","1","it hurts! Also The print looks fake",,,,,"","fake","https://www.amazon.com/gp/customer-reviews/R3BVWU80A8HNVK/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z5PKDJ","Reviewed in the United States on April 16, 2023",""
"United States",,"2021-10-15","false","136","B095Z5PKDJ","5","So if you experience some tooth sensitivity, this is the toothpaste for you. Since I started using this I have not had any tooth sensitivity especially for cold foods which would be the few times I would feel discomfort.  The flavor is not that minty but I still feel clean after brushing and use mouthwash either way. I would definitely recommend and will be switching to this toothpaste for the time being.",,,,,"","Really Great For Sensitive Teeth","https://www.amazon.com/gp/customer-reviews/R395ASWNUTIEO7/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z5PKDJ","Reviewed in the United States on October 15, 2021",""
"United States",,"2021-10-04","false","137","B095Z5PKDJ","5","I don’t have active gingivitis but I do have some areas of sensitive teeth, and Sensodyne does seem to help a little with this.  I asked my dentist about it and he was equivocal; I’m not sure if he didn’t want to endorse a specific brand or didn’t want to commit to whether it works for anything other than cleaning my teeth, but at least I am very happy with the way it cleans my teeth.  It leaves them feeling smooth and my breath feeling fresh.  I also like the design of the tube, that the large cap allows it to stand up by itself.  Maybe it will help protect my gingiva, too—we’ll see.",,,,,"","Good toothpaste","https://www.amazon.com/gp/customer-reviews/R29I3860WQJTSD/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z5PKDJ","Reviewed in the United States on October 4, 2021",""
"United States",,"2021-08-05","false","138","B095Z5PKDJ","5","There's not much to say about this product...I ordered this when I saw it pop up as available, and since I have been using Sensodyne ProNamel toothpaste for many years, I thought I would give it a shot.It has a stronger mint flavor than the ProNamel toothpaste we have been using before (I think the ProNamel flaver is ""Mint Essence"", and I find that to be a good thing.  It just feels more ""fresh"" after brushing.  There is an unusual sensation when brushing with this toothpaste - I would almost describe it as a warming sensation.  Maybe this is the sensitivity aspect?  I'm really not sure.  It isn't unpleasant at all - just different than what I used before.Easy recommendation from me.",,,,,"One person found this helpful","Good toothpaste!","https://www.amazon.com/gp/customer-reviews/R38ZUNNQNCZEC6/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z5PKDJ","Reviewed in the United States on August 5, 2021",""
"United States",,"2021-08-01","false","139","B095Z5PKDJ","5","If you're like me, you have very sensitive teeth and have had it most of your life.  You've had problems eating ice cream and even strongly acidic, sugary candy.Those problems have all but gone away completely after using Sensodyne toothpaste for several weeks.  It really works and works well.  But you have to be consistent and use it for at least a two weeks.  I don't know the long term impact of using this medicated toothpaste, so I don't use it every time.  I switch back to my regular toothpaste whenever I don't have the symptoms.. They come back, but it takes a few weeks.. So I think if you just use this product once a week for maintenance, each tube will go a long way compared to switching to it as your primary toothpaste.",,,,,"","I'm a big fan of sensodyne now.","https://www.amazon.com/gp/customer-reviews/RWPUOBJDY52PK/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z5PKDJ","Reviewed in the United States on August 1, 2021",""
"United States",,"2021-08-03","false","140","B095Z5PKDJ","5","This Sensodyne Sensitivity & Gum Sensitive Toothpaste for Gingivitis has a mild mint flavor and works well for sensitive teeth and gums. The photo showing four tubes has ""whitening"" on three of them. That is not the product that I received nor what I wanted. The bottom tube says ""clean and fresh"" and is what I'm reviewing. It is not a whitening product from anything that I see. That's good, because sensitive teeth don't need whiteners irritating them.We've been told to use toothpaste that is less abrasive. I can't find a rating for this one, but I'm hoping it's better than other products from this brand. This does contain hydrated silica, which is abrasive. The question is how big the particles are. I can't find data on this particular product. It also contains sodium lauryl sulfate, known to be an irritant for many. I'd love to know the relative dentin abrasivity for this toothpaste. Still, this is better than most options, and I find it to be gentle on my teeth and gums. Highly recommend!",,,,,"One person found this helpful","Gentle on teeth and gums, dual action (not whitening)","https://www.amazon.com/gp/customer-reviews/R2X1WMBOG9ZT04/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z5PKDJ","Reviewed in the United States on August 3, 2021",""
"United States",,"2022-08-11","false","111","B095Z5PKDJ","5","I buy this anyway, so definitely snapped this bundle up on prime day.  Taste is nice, nice gentle mint.not sure if it actually dose any whitening. But, I don't like any toothpaste dose.",,,,,"","Prime bargains","https://www.amazon.com/gp/customer-reviews/R1U1D2EVIKEYDO/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z5PKDJ","Reviewed in the United States on August 11, 2022",""
"United States",,"2022-08-10","false","112","B095Z5PKDJ","5","Liked the economy of buying in bulk.",,,,,"","Important for anyone with sensitive teeth.","https://www.amazon.com/gp/customer-reviews/R1320BIZK7G169/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z5PKDJ","Reviewed in the United States on August 10, 2022",""
"United States",,"2022-08-14","false","113","B095Z5PKDJ","5","I like the flavor and what it does.",,,,,"","Love this toothpaste","https://www.amazon.com/gp/customer-reviews/R2HB5PHIYY3NLV/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z5PKDJ","Reviewed in the United States on August 14, 2022",""
"United States",,"2022-08-13","false","114","B095Z5PKDJ","5","Have always loved this toothpaste and it was a great bargain!!!",,,,,"","Great toothpaste and great price!","https://www.amazon.com/gp/customer-reviews/R2RVBVY6SZIB9N/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z5PKDJ","Reviewed in the United States on August 13, 2022",""
"United States",,"2022-08-14","false","115","B095Z5PKDJ","5","Awesome price I got on Prime Deal days.",,,,,"","Great Deal!","https://www.amazon.com/gp/customer-reviews/RPI1D73JJR6TT/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z5PKDJ","Reviewed in the United States on August 14, 2022",""
"United States",,"2022-08-13","false","116","B095Z5PKDJ","5","Best Buy for the money.",,,,,"","Good Value for the price","https://www.amazon.com/gp/customer-reviews/R3VNXSKQEG2ATZ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z5PKDJ","Reviewed in the United States on August 13, 2022",""
"United States",,"2022-08-02","false","117","B095Z5PKDJ","5","dentist referred this product and have used it from then on",,,,,"","worth the price","https://www.amazon.com/gp/customer-reviews/R2X8G3HPS4PMGD/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z5PKDJ","Reviewed in the United States on August 2, 2022",""
"United States",,"2022-07-22","false","118","B095Z5PKDJ","5","Got these from a deal on Prime Day and was glad i did, all 4 for $15! My teeth are sensitive so I feel like this toothpaste works best for me. The taste isn't overpowering and different than any other brand I've used.",,,,,"","My favorite toothpaste","https://www.amazon.com/gp/customer-reviews/R311FDLBXX9FU1/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z5PKDJ","Reviewed in the United States on July 22, 2022",""
"United States",,"2022-07-27","false","119","B095Z5PKDJ","5","I have been using Sensodyne toothpaste and find it to help with my sensitive teeth.",,,,,"","Great Product","https://www.amazon.com/gp/customer-reviews/RD63Y5GQV9ZW2/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z5PKDJ","Reviewed in the United States on July 27, 2022",""
"United States",,"2022-07-15","false","120","B095Z5PKDJ","5","I love this toothpaste. It works great for me",,,,,"","Toothpaste","https://www.amazon.com/gp/customer-reviews/R18FPPY5ZJ9A3I/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z5PKDJ","Reviewed in the United States on July 15, 2022",""
"United States","🇺🇸","2021-08-29","false","151","B095Z5PKDJ","5","This has worked well for my sensitive teeth and gums. I've noticed a difference in my overall gum health and am less sensitive to things. The flavor is a mild mint and not overpowering. Works well to slowly whiten teeth over time. Highly recommend this brand.",,,,,"One person found this helpful","Works as advertised","https://www.amazon.com/gp/customer-reviews/R3RO894TVXFB8N/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z5PKDJ","Reviewed in the United States 🇺🇸 on August 29, 2021",""
"United States","🇺🇸","2021-08-02","false","152","B095Z5PKDJ","5","I have to be really careful with toothpaste.  I'm allergic to floride and laurel sulfate - it makes my skin break out - so that really narrows down my toothpaste choices.  I've been using Sensodyne for several years and I've never had a problem with it.  I've tried several of the Sensodyne types and this one is the most mild that I've tried.  My teeth feel clean and healthy after using this toothpaste.",,,,,"","Doesn't irritate my skin...","https://www.amazon.com/gp/customer-reviews/R2CNOQF972CFOM/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z5PKDJ","Reviewed in the United States 🇺🇸 on August 2, 2021",""
"United States","🇺🇸","2021-07-28","false","153","B095Z5PKDJ","5","I got this for my husband. He has sensitive teeth and gums that occasionaly bleed. He swears by this toothpaste and says it is the only brand that gives him relief from gum pain and sensitive teeth. Plus, it has a clean, fresh, minty taste.",,,,,"","Relief from gum pain and sensitive teeth.","https://www.amazon.com/gp/customer-reviews/RCBNUV1DQ64SE/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z5PKDJ","Reviewed in the United States 🇺🇸 on July 28, 2021",""
"United States","🇺🇸","2021-08-17","false","154","B095Z5PKDJ","5","I really like this toothpaste and the minty flavor that it has. Leaves my teeth and gums feeling clean and mouth fresh.",,,,,"","Effective with nice minty flavor","https://www.amazon.com/gp/customer-reviews/R3DHHX18A4YL5T/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z5PKDJ","Reviewed in the United States 🇺🇸 on August 17, 2021",""
"United States","🇺🇸","2022-12-23","false","155","B095Z5PKDJ","1","Very small toothpaste,like travel size",,,,,"","Too small","https://www.amazon.com/gp/customer-reviews/R2LOORUNLL5KTV/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z5PKDJ","Reviewed in the United States 🇺🇸 on December 23, 2022",""
"United States","🇺🇸","2021-08-18","false","156","B095Z5PKDJ","3","My mouth has been a disaster area for much of my life. Primary responsibility goes to the family dentist who never said a word about gum health.More recently, a periodontist recommended this Sensodyne paste to me, and I must say, after a few weeks' use, I seem to be feeling fewer aches and pains in my gums and teeth.I can't say I'm crazy about the flavor, which I find a bit odd. It's almost as if the manufacturer wanted to make the taste a little off-putting so you remember you're using a ""medicinal"" toothpaste.Unfortunately, though, after a few months of use, the hygienist was complaining again about my poor oral hygiene, noting in particular the stains on my teeth.So -- I discontinued use of this toothpaste and have been trying the Crest Gum Restore toothpaste with stannous flouride and whitening. At least that seems to be keeping the tooth stains to a minimum; we'll see what the hygienist says about the oral hygiene...",,,,,"","Sensodyne and Sensitivity","https://www.amazon.com/gp/customer-reviews/R3IKJ6F5X0Q6IJ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z5PKDJ","Reviewed in the United States 🇺🇸 on August 18, 2021",""
"United States","🇺🇸","2021-08-05","false","157","B095Z5PKDJ","5","This is a great toothpaste for sensitivity. I like the strong mint flavor. When I use this my issues with cold are reduced to almost nil. Cleans my teeth very well. I highly recommend Sensodyne for those with sensitive teeth and gums.",,,,,"","Excellent toothpaste for sensitive teeth and gums.","https://www.amazon.com/gp/customer-reviews/R2CQ1Z79X21JAY/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z5PKDJ","Reviewed in the United States 🇺🇸 on August 5, 2021",""
"United States","🇺🇸","2021-07-24","false","158","B095Z5PKDJ","3","My teeth have been more sensitive so getting toothpastes like this was needed to help desensitize a bit.Flavor/Quality:The toothbrush has a slight minty taste but not anything too noticeable. What I noticed about this toothpaste was that once I started brushing I can kind of feel it was slightly numbing in terms of sensitivity. I thought that this was kind of strange and wasn't my favorite thing. Even though this did clean my mouth clean but that weird sensation made me not want to keep using this product.Overall, I think this is great for extreme sensitivity cases.",,,,,"2 people found this helpful","Desensitizes Teeth When Brushing","https://www.amazon.com/gp/customer-reviews/R2PBKR9IPYLXF8/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z5PKDJ","Reviewed in the United States 🇺🇸 on July 24, 2021",""
"United States","🇺🇸","2021-08-12","false","159","B095Z5PKDJ","5","I have sensitive teeth and gums. This toothpaste really helps. It is a gentle yet effective cleaner. Initially I thought the mint flavor was a bit harsh. Now that I've become accustomed to it I find it refreshing. My mouth feels fresh and my teeth smooth and clean. It minimizes sensitivity.The four pack is a good value.","https://m.media-amazon.com/images/I/317WnVFDnDL._SY88.jpg","https://m.media-amazon.com/images/I/7161JOQnRlL._SY88.jpg","https://m.media-amazon.com/images/I/71iLDkGoQoL._SY88.jpg",,"","Gentle & Effective","https://www.amazon.com/gp/customer-reviews/R2C8Y1OCQDZEK4/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z5PKDJ","Reviewed in the United States 🇺🇸 on August 12, 2021",""
"United States","🇺🇸","2021-11-11","true","160","B095Z5PKDJ","5","When I was in my late 20`s my dentist wanted me to use this. So afer all this time I have.I  will be 78 yrs. old in May, never had a cavity and my teeth are white enough. sue",,,,,"10 people found this helpful","Love the taste , much  better than mint!","https://www.amazon.com/gp/customer-reviews/R1XT8MXNJSIWJB/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z5PKDJ","Reviewed in the United States 🇺🇸 on November 11, 2021",""
"United States",,"2022-03-03","true","61","B095Z5PKDJ","5","Keeps my dental issues from worsening",,,,,"","I love that it tackles my dental issues","https://www.amazon.com/gp/customer-reviews/R3U0672WX2OZ65/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z5PKDJ","Reviewed in the United States on March 3, 2022",""
"United States",,"2021-09-15","true","62","B095Z5PKDJ","5","I used this toothpaste for a toothache from nerve sensitivity!  It really works and not just when you use it, but it solves the problem if you brush consistently.",,,,,"One person found this helpful","If you have sensitive teeth, Sensodyne really works!","https://www.amazon.com/gp/customer-reviews/R2NC2DKMS0FUYX/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z5PKDJ","Reviewed in the United States on September 15, 2021",""
"United States",,"2021-09-07","true","63","B095Z5PKDJ","5","Didn't care for the price and don't understand why Sensodyne costs so much more. Over the years that we use it, we have noticed nothing different.",,,,,"2 people found this helpful","SAME AS MOST OTHERS","https://www.amazon.com/gp/customer-reviews/RU999S6VYTWY3/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z5PKDJ","Reviewed in the United States on September 7, 2021",""
"United States",,"2022-01-16","true","64","B095Z5PKDJ","5","Good for people who have pain from gum disease.",,,,,"","Teeth Sensitivity Aid","https://www.amazon.com/gp/customer-reviews/R2M69MVCGGUH9L/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z5PKDJ","Reviewed in the United States on January 16, 2022",""
"United States",,"2022-01-28","true","65","B095Z5PKDJ","3","Don't know if the claims are true , But the tube is pretty much only half full and that's being generous So fewer  stars .",,,,,"2 people found this helpful","expensive","https://www.amazon.com/gp/customer-reviews/R3D2QO7OJCH7IX/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z5PKDJ","Reviewed in the United States on January 28, 2022",""
"United States",,"2022-02-16","true","66","B095Z5PKDJ","5","Gum protection",,,,,"","Gum protection","https://www.amazon.com/gp/customer-reviews/R2HTIAIXG9J2X3/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z5PKDJ","Reviewed in the United States on February 16, 2022",""
"United States",,"2022-02-15","true","67","B095Z5PKDJ","5","Very happy",,,,,"","Good","https://www.amazon.com/gp/customer-reviews/R5QDB5G5798D4/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z5PKDJ","Reviewed in the United States on February 15, 2022",""
"United States",,"2022-12-10","true","68","B095Z5PKDJ","1","I usually love sensodyne toothpaste but this stuff stings my gums and each time i use it it gives me a terrible gumb sensitivity that hurts my gums. I cant tolerate this toothpaste type from sensodyne. If you have super sensitive gums and your teeth cant tolerate too hot or too cold things or any whitening things, then do not get this tooth paste! It does not do what it says it should but makes my gums sting more.",,,,,"2 people found this helpful","Stings my gums","https://www.amazon.com/gp/customer-reviews/R259MW0YVNTN8Z/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z5PKDJ","Reviewed in the United States on December 10, 2022",""
"United States",,"2021-12-11","true","69","B095Z5PKDJ","5","It's the only toothpaste my mom will use",,,,,"","Great for sensitive teeth.","https://www.amazon.com/gp/customer-reviews/R36I0K2K8TYEM6/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095Z5PKDJ","Reviewed in the United States on December 11, 2021",""
